col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,,,,,,,,,,,
-1.99,-1.03,0,0,-2156.53,1078.95,68,63,3.41,-37.44,530.79,-821.58,164.92,-2156.53,1078.95,313.99,-1214.19,-69.05,-2420.51,97.59,-472.24,-3072.67
2.54,2.82,0,0,3052.07,-1709.38,66.16,63.2,4.15,-48.75,324.79,-922.66,181.79,3052.07,-1709.38,2037.53,-217.5,-46.87,3195.18,-2217.15,4960.11,-355.74
0.43,4.06,0,0,3225.63,-3177.86,60.74,64.87,3.99,-341.8,-40.55,-305.84,-486.82,3225.63,-3177.87,-201.89,978.35,38.03,3399.9,-723.95,1918.75,2477.69
0.66,1.1,0,0,219.83,793.81,68.67,66.48,4.24,48.11,450.45,-50.85,976.52,219.83,793.81,326.47,-1325.44,-78.41,-452.79,2729.03,1433.03,-3769.6
2.86,-4.92,0,0,-2440.02,2980.68,64.71,64.29,3.04,-339.15,-33.38,-942.57,191.42,-2440.02,2980.67,-399.97,-1367.8,95.71,-3595.68,2066.23,-1824.67,-3316.51
4.72,-4.61,0,0,-1692.67,4359.99,63.11,65.33,3.44,-339.15,-33.38,-959.45,190.72,-1692.67,4359.98,-417.84,-1371.79,176.19,-3259.6,3106.64,-1483.85,-3836.08
3.02,3.64,0,0,4862.41,-3972.27,66.37,64.93,3.69,-238.34,217.53,-926.65,74.87,4862.41,-3972.28,1786.18,478.77,-22.9,4798.18,-1916.37,4763.76,1310.9
4.1,2.4,0,0,2622.07,2261.7,68.58,66.65,4.06,-53.78,300.6,131.95,1107.96,2622.07,2261.69,17.78,-394.6,-43.13,1359.33,4873.91,1830.88,-1625.65
2.87,0.44,0,0,699.75,-568.76,63.92,66.83,3.5,-344.72,-34.63,-755.16,-109.85,699.75,-568.76,142.59,389.76,5.47,1689.13,-333.02,1808.82,-354.82
1.48,2.64,0,0,914.19,-266.46,64.75,63.62,3.5,296.29,4.71,-919.44,149.21,914.19,-266.46,1986.09,-2363.64,-76.59,-140.31,313.93,3011.97,-4378.37
0.08,4.98,0,0,3015.45,340.35,64.09,64.23,2.98,-259.89,-270.42,-928.87,167.7,3015.45,340.35,2345.88,730.53,-85.31,4330.89,1798.12,4432.17,-160.81
3.35,4.58,0,0,5365.53,-1209.27,69.33,63.67,2.93,-308.53,-36.95,-909.15,230.49,5365.52,-1209.25,1035.21,313.76,-61.78,5226.83,191.53,5026.95,2290.67
-0.91,4.02,0,0,2603.92,-2082.12,64.57,64.46,3.37,-223.4,477.34,-385.39,543.34,2603.92,-2082.14,1641.86,2012.32,-44.51,4115.61,-1172.63,4926.92,469.25
3.6,5.38,0,0,6482.8,-3684.75,64.49,67.31,5.16,132.63,-848.46,-335.27,-731,6482.8,-3684.75,1577.15,-345.21,-60.15,6161.17,940.5,4461.92,1928.39
3.85,0.53,0,0,2759.56,2460.33,60.34,59.97,2.83,-335.53,-83.05,-933.44,202.48,2759.56,2460.33,945.19,1167.61,-53.65,3106.24,1813.96,2405.74,1124.75
3.8,2.63,0,0,3368.41,2511.14,61.22,64.56,3.41,-234.41,-94.3,-832.48,186.02,3368.41,2511.14,1846.34,-317,-110.02,3038.09,3026.22,3430.62,-180.79
4.06,4.03,0,0,3250.74,-519.81,68.38,63.97,2.98,259.03,-455.87,-823.97,206.04,3250.74,-519.8,3004.45,-29.56,-75,4430.81,320.46,5919.41,-1265.97
2.92,3.65,0,0,4851,-4570.69,67.24,59.76,3.16,-266.48,1.31,-1029.05,26.74,4850.99,-4570.7,358.17,59.6,50.35,3828.02,-2246.99,3123.25,1858.14
6.24,-3.19,0,0,2935.91,4638.94,58.9,59.61,3.75,-191.3,-141,-946.33,201.36,2935.92,4638.93,906.12,-972.73,-58.44,195.08,4320.71,1521.82,-2103.88
1.18,2.41,0,0,917.41,-1811,66.04,66.26,3.59,-354.1,-2.81,-815.55,133.42,917.41,-1811.01,124.25,535.71,-34.06,2234,-1386.18,2369.22,341.96
5.82,-2.08,0,0,342.93,4126.07,65.32,64.88,2.87,-49.13,276.16,-946.69,143.04,342.94,4126.07,83.34,-1705.99,-0.39,-2026.24,3423.65,147.72,-4585.74
3.19,1.69,0,0,4293.12,1458.62,57.97,61.34,3.14,-347.71,-47.96,-909.18,238.24,4293.11,1458.62,793.86,2006.94,-26.6,4552.13,851.86,3174.01,4119.76
5.2,-2.15,0,0,2822.18,4181.04,63.32,61.53,3.42,-306.26,-79.75,-929.78,197.1,2822.18,4181.04,-9.73,-390.42,1.87,573.04,4180.12,1656.68,-1323.11
4.02,-5.92,0,0,-2389.1,4188.86,63.86,64.05,2.5,-339.15,-33.38,-932.49,198.42,-2389.11,4188.85,-425.4,-754.41,126.18,-3096.69,2137.57,-1836.69,-2459.55
4.43,3.45,0,0,5966.83,-132.55,58.05,62.59,5.42,-248.13,-167.52,-962.6,138.62,5966.83,-132.55,1019.75,2431.62,-57.83,5153.79,-1334.52,3653.59,5985.47
0.77,5.82,0,0,3749.1,-1260.45,64.87,64.1,3.18,808.09,-38.47,-708.5,-129.15,3749.11,-1260.45,3207.86,477.35,-39.96,4553.04,-441.61,5783.29,-165.17
2.36,-0.91,0,0,-744.82,30.21,62.9,63.25,3.46,3.55,329.07,-653.64,248.35,-744.81,30.21,311.05,25.93,-16.29,-475.93,-133.05,271.93,-475.24
3.54,2.24,0,0,4002.69,2839.79,64.56,58.62,3.16,229.79,-464.2,-817.29,340.68,4002.69,2839.79,1997.55,3882.05,-87.16,5109.25,7.74,3831.37,5960.41
-2.19,0.65,0,0,-290.35,-2083.53,65.56,62.33,4.71,-274.76,70.52,-944.25,195.04,-290.35,-2083.53,1014.45,-981.32,-81.72,566.18,-1471.53,2652.85,-2841.86
2.2,4.7,0,0,4140.84,922.87,67.66,65.93,3.61,231.11,41.11,-509.45,-42.96,4140.84,922.87,1846.3,407.22,-66.68,4194.43,1497.38,4507.85,-484.4
3.65,4.51,0,0,4216.87,1881.06,66.03,65.86,2.98,-225.89,-349.4,-937.22,-116.38,4216.87,1881.07,1193.77,-581.89,-27.1,2568.25,2844.34,2583.25,-1079.01
2.4,4.04,0,0,3167.78,-3025.83,65,66.48,3.61,344.46,37.44,-779.9,-25.92,3167.78,-3025.84,3375.16,1253.66,-60.66,4628.59,-3485.44,5453.29,1627.38
4.54,3.54,0,0,4355.27,-1173.21,63,63.09,4.09,398.02,-119.16,-906.12,197.24,4355.26,-1173.2,2228.54,1060.19,-45.79,5393.4,-1334.91,5733.65,2467.47
-3.7,-2.09,0,0,-3006.8,-887.61,65.05,64.26,3.57,929.38,1455.92,-878.26,167.31,-3006.8,-887.62,158.58,-1359.24,-58.9,-2692.38,-1719.72,105.53,-3145.39
0.2,2.86,0,0,2605.64,-2879.93,64.89,65.68,3.53,210.86,165.91,-712.15,189.42,2605.64,-2879.94,2539.73,161.4,-52,2206.5,-2820.21,3233.77,889.3
4.43,3.92,0,0,5596.67,1629.79,57.36,59.36,3.91,-353.03,-41.11,-954.47,185.29,5596.68,1629.79,1280.05,2514.43,-43.8,4727.71,-119,3454.43,5340.46
3.04,2.98,0,0,2935.02,61,65.93,64.8,2.93,302.56,186.98,-914,118.25,2935.02,61,2411.01,-1533.43,-16.28,2935.75,638.86,5291.17,-3028.75
-3.64,3.39,0,0,324.42,-3133.1,63.47,65.26,5.25,-218.62,110.05,-911.31,107.01,324.42,-3133.1,1684.12,1059.49,-90.91,1833.97,-3756.65,3038.84,-188.01
4.04,4.43,0,0,5612.91,-1119.84,63.44,65.36,3.19,-333.94,-155.22,-864.24,253.95,5612.91,-1119.83,1225.57,1227.61,-34.28,5921.28,416.19,4680.57,3637.28
-4.37,-0.2,0,0,-1892.92,-2114.53,64.45,64.8,4.15,-152.93,-151.44,-940.54,182.07,-1892.92,-2114.53,1143.15,-25.02,-115.62,-503.99,-3305.13,1465.53,-1575.14
3.39,-2.55,0,0,315.54,3537.09,57.08,64.08,2.93,-327.1,-80.17,-911.57,212.42,315.54,3537.08,645.81,-867.18,-25.58,-877.19,3288.7,296.52,-2470.05
-0.75,1.32,0,0,1328.58,1106.57,67.27,63.8,2.93,170.44,-689.24,-646.8,69.37,1328.58,1106.57,1447.97,-161.87,-57.6,1903.11,1762.53,2662.61,-1265.18
1.5,-0.79,0,0,-426.64,1905.41,63.73,64.91,3.49,880.26,597.92,-710.3,-17.32,-426.64,1905.4,1324.81,-1760.47,-57.07,-1185.88,1824.19,1539.5,-4586.94
5.43,-1.94,0,0,3323.87,3710.11,53.36,57.91,6.59,-339.48,-40.26,-950.22,206.67,3323.87,3710.11,1974.28,1127.61,-33.56,3025.81,3046.52,3032.44,372.6
3.44,4.04,0,0,4015.27,1699.58,65.92,67.19,2.93,-216.15,-371.56,-841.9,-298.57,4015.27,1699.59,1994.22,-1115.41,-66.33,2626.04,3356.54,3758.1,-2733.35
1.55,2.51,0,0,2554.37,-2493.63,65.73,64.39,3.07,282.12,641.6,-928.51,4.04,2554.37,-2493.63,3290.84,553.07,-0.16,2460.78,-3521.25,3918.24,-110.27
2.51,1.26,0,0,2012.17,2482.62,63.83,66.14,3.14,-175.56,-254.42,-943.5,-213.22,2012.17,2482.63,1053.53,-1054.76,-80.35,596.7,2972.12,1909.16,-2774.74
5.64,2.68,0,0,3583.19,163.87,63.37,66.67,3.61,-15.77,108.46,-477.08,304.01,3583.19,163.87,2245.14,513.14,-21.03,4386.54,-353.56,5315.09,399.02
6.07,-2.78,0,0,703.88,3021.69,65.86,68.62,2.67,-338.53,-21.96,-947.34,204.82,703.88,3021.7,309.18,-1786.87,0.92,-1540.46,3559.91,635.63,-4296.07
5.27,3.4,0,0,6187.51,-2743.08,67.25,56.67,4.83,-145.12,549.07,-1012.64,-416.89,6187.51,-2743.1,890.29,-1193.97,-38.19,4615.85,1711.16,4084.97,-1381.91
7.14,-5.16,0,0,-105.35,5441.39,66.88,62.75,3.88,-339.15,-33.38,-946,198.26,-105.35,5441.38,-3.3,-1625.59,173.75,-2292.41,4335.13,-541.78,-3968.52
3.68,1.47,0,0,4291.86,2570.71,61.03,62.6,3.24,-62.81,33.88,-794.79,132.25,4291.86,2570.7,2125.29,2863.6,-54.86,4307.87,-542.71,2973.38,4837.3
3.12,4.34,0,0,3593.75,-1735.34,67.71,65.59,2.89,331.23,-224.61,-208.86,322.97,3593.75,-1735.34,937.93,1402.24,-46.09,4949.24,-1155.52,5003.74,1732.98
6.11,2.64,0,0,5720.23,692,65,65.58,3.91,-232.05,-4.03,-882.07,175.72,5720.23,692.01,2229.73,-705.52,-15.65,5054.11,987.99,5961.55,-187.18
2.58,1.89,0,0,3377.57,-2409.62,67,62.62,3.14,255.95,768.34,-835.78,-490.07,3377.56,-2409.62,2377.17,38.94,78.39,2613.6,-2630.38,2935.18,-78.79
4.86,2.12,0,0,3644.25,674.85,64.75,66.43,3.53,-112.83,330.52,-967.16,141.04,3644.25,674.85,805.87,-299.73,-29.72,3370.91,1458.56,3720.72,-518.85
1.61,2.79,0,0,3402.03,1506.33,63.26,62,3.03,-342.63,-43.19,-862.2,172.4,3402.03,1506.31,740.93,673.08,-34.95,3377.98,2297.77,3361.45,597.98
5.31,-5.21,0,0,-1445.04,4517.88,64.48,64.6,2.69,-339.15,-33.38,-935.96,200.35,-1445.04,4517.87,-253.65,-1537.36,153.3,-3269.43,3474.25,-1273.43,-4144.32
-2.62,2.48,0,0,265.41,-3830.87,64.11,63.58,4.05,68.61,360.52,-624.28,-249.3,265.41,-3830.88,1124.77,1156.86,-16.78,1614,-4131.91,1444.52,2214.28
6.57,-1.62,0,0,1578.47,4271.3,64.33,63,3.8,-51.42,-262.49,-957.89,189.86,1578.47,4271.28,487.81,-1023.47,-21.47,-314.04,4673.57,1463.2,-3392.92
1.58,1.72,0,0,2283.59,1899.16,66,64.68,3.6,-340.13,-33.1,-948.7,119.52,2283.59,1899.16,269.44,-654.62,-44.34,860.82,3008.65,1811.4,-2513.19
-1.96,5.09,0,0,3940.46,-2810.64,65.22,66.22,3.55,-257.48,-129.97,-835.57,399.03,3940.46,-2810.65,847.99,931.82,-48.46,5313.15,154.72,5108.03,1278.56
1.86,4.18,0,0,3235.02,2180.85,61.18,61.26,3.02,-328.82,-66.66,-886.51,53.1,3235.02,2180.84,2251.87,3984.69,-24.44,6135.58,521.78,4506.41,6035.41
6.32,-0.62,0,0,4342.28,3480.97,75.54,61.54,5.58,-339.31,111.45,-963.6,206.06,4342.28,3480.99,361.75,-902.17,30.04,2377.85,4851.45,2792.55,-1242.46
-0.11,-2.88,0,0,-2939.52,1283.09,64.33,63.61,3.19,-237.19,172.86,-199.56,-230.63,-2939.52,1283.09,-258.83,-930.89,-5.91,-2691.31,65.04,-1424.9,-2414.89
5.2,-1.77,0,0,2227.28,3772.8,68.77,65.7,3.54,455.81,1052.62,-917.13,174.96,2227.28,3772.8,682.45,-1521.1,-48.92,60.67,3349.67,2025.6,-3887
2.53,1.7,0,0,2640.9,1103.74,62.52,57.67,2.76,-322.31,-31.45,-980.46,132.19,2640.9,1103.73,1057.27,2518.04,34.7,3650.48,-310.64,2318.83,3001.71
5.47,-0.51,0,0,4091.45,2971.8,59.29,59.23,3.37,-354.78,-39.45,-948.77,203.68,4091.45,2971.8,470.28,2378.67,10.66,4184.93,484.76,2571.85,4779.71
4.44,1.82,0,0,5684.62,1389.36,56.31,57.71,3.24,-348.36,-35.33,-958.63,199.56,5684.62,1389.36,-195.9,2358.35,117.9,4715.4,1273.93,1996.94,6962.58
-4.78,3.88,0,0,466.62,-4193.09,63.29,68.17,4.45,-301.39,-54.68,-935.21,15.16,466.62,-4193.1,420.56,808.85,-34.54,2030.64,-3617.28,2408.48,536.01
-3.72,5.25,0,0,3383.23,-3367.33,65.04,62.8,3.97,-325.21,-54.68,-917.25,95.65,3383.23,-3367.33,181.42,1204.22,1.4,4188.68,-56.94,3546.57,1627.53
-3.23,2.85,0,0,658.13,-4275.57,66,63.85,3.01,-339.15,-33.38,-897.66,-307.96,658.13,-4275.58,-508.25,665.54,66.76,1011.42,-2588.53,-129.3,2102.04
1.44,3.78,0,0,3218.1,-162.62,67.07,67.6,2.93,620.6,-495.57,-928.02,142.41,3218.1,-162.61,2709.18,-339.14,-30.27,3402.52,316.58,5307.87,-1592.69
2.42,4.38,0,0,5631.13,1949.18,64.65,62.88,3.42,-312.35,-126.58,-943.27,164.34,5631.13,1949.18,415.96,766.41,-51.72,4076.25,3304.42,3697.29,1652.15
1.74,3.6,0,0,4938.52,696.03,66.78,63.2,3.35,-317.02,-175.39,-717.5,-252.71,4938.52,696.02,1495.41,1068.55,-63.99,3936.93,2086.61,2992.5,2047.44
6.42,-5.48,0,0,673.37,5388.39,63.43,62.78,4.78,-339.7,-33.52,-946.39,210.45,673.37,5388.38,4.51,-776.03,2.53,-1178.02,3335.06,-147,-2050.53
2.91,1.96,0,0,3143.77,-1649.72,62.24,63.97,2.8,-341.68,-30.92,-569.95,-395.53,3143.77,-1649.73,-423.25,954.26,54.64,3138.57,-20.64,1560.86,2488.66
4,4.3,0,0,3873,-511.92,63.91,67.03,3.11,334.46,-118.02,-141.89,-1015.56,3873,-511.93,1672.07,-612.63,-21.25,3779.95,2238.89,4455.22,-1710.24
2.65,1.83,0,0,2813.93,3198.01,65.55,67.1,3.3,-319.97,-60.49,-1031.55,66.66,2813.93,3198,107.31,-206.6,-45.6,1572.01,3375.6,1849.66,-1382.11
5.7,3.77,0,0,5837.37,-324.33,63.62,66.27,3.02,254.81,-187.48,-799.22,148.19,5837.37,-324.32,3064.16,1169.64,-27.16,6469.54,-139.29,6991.94,1299.19
4.24,2.36,0,0,6282.24,-2344.57,67.07,67.22,4.49,-165.37,8.77,-788.01,4.57,6282.23,-2344.56,1173.16,-87.21,15.42,4853.61,566.41,4636.93,549.73
3.77,3.77,0,0,5321.36,-1713.46,72.31,61.75,4.83,-332.68,-3.45,-911.16,196.07,5321.36,-1713.44,219.86,414.3,-62.96,3271.5,-246.41,2657.6,2468.89
-4.96,4.12,0,0,943.08,-3979.28,64.83,65.88,4.45,-324.29,-24.12,-914.03,132.97,943.07,-3979.28,459.59,906.28,-36.58,2509.6,-2984.7,2961.82,657.56
1.65,2.66,0,0,2809.42,-2475.35,63.74,65.59,3.1,-340.74,-32.22,-850.08,149.07,2809.42,-2475.35,19.73,861.67,-9.45,3505.23,-526.02,3155.49,1261.54
4.56,3.4,0,0,5570.32,-1847.61,68.26,61.24,2.97,-348.01,-45.43,-592.2,-40.42,5570.32,-1847.6,599.61,1234.03,-30.31,6126.2,-600.83,5264.28,3651.93
4.75,1.33,0,0,6000.92,2225.64,59.49,64.15,5.19,-379.54,-70.08,-949.17,200.75,6000.92,2225.66,300.31,1764.38,-1.91,5019.24,1717.25,3268.04,4752.76
-0.54,3.04,0,0,732.95,-2432.51,66.42,63.67,3.88,45.3,-15.07,-808.59,145.15,732.95,-2432.51,1632.53,-216.39,-49.8,1949.42,-2104.82,3786,-1821.38
4.27,-6.09,0,0,-2250.11,4514.54,63.19,63.95,2.72,-339.15,-33.38,-943.45,210.35,-2250.11,4514.53,-509.02,-1068.91,171.98,-3507.13,2895.53,-1826.49,-3422.2
3.22,0.08,0,0,3337.71,1190.95,58.47,60.26,5.1,-346.72,-34.27,-948.2,200.14,3337.7,1190.97,-146.94,1249.87,65.7,2993.97,518.72,1897.59,3853.18
0.12,-6.02,0,0,-3767.74,3044.73,61.39,65.67,2.43,-339.15,-33.38,-892.02,188.24,-3767.75,3044.73,-752.07,-795.89,179.95,-4125.02,1328.87,-2763.2,-2119.32
0.2,2.24,0,0,2942.26,-2649.52,71.26,65.25,4.85,-279.89,-69.63,-947.73,195.48,2942.25,-2649.49,-80.44,416.21,-41.59,1920.37,-1021.89,1555.95,2294.08
-4.36,5.29,0,0,2576.06,-3787.04,63.7,66.48,4.11,-314.59,-52.48,-773.14,20.71,2576.06,-3787.04,-46.47,991.21,9.71,3639.42,-986.26,2955.76,1398.11
-1.55,4.01,0,0,2786.84,-2003.62,64.42,66.27,4.22,-35.74,268.76,-878.21,234.47,2786.84,-2003.63,2041.46,1309.7,-100.77,4230.15,-1279.62,5243.15,-329.87
3.04,1.56,0,0,1761.47,-329.31,62.77,63.09,3.9,-77.3,77.29,-899.59,139.5,1761.47,-329.31,3486.11,-1177.73,-118.37,2694.23,-555.67,5319.91,-2608.2
2.55,4.94,0,0,5054.93,-3455.51,62.34,67.37,2.61,-100.3,-233.79,-995.85,126.72,5054.93,-3455.52,1079.53,1369.1,-38.84,5325.05,-3110.73,4469.12,4070.71
4,3.52,0,0,4319.81,-1083.28,68.71,65.74,2.85,-1.49,33.12,-933.48,173.76,4319.82,-1083.28,3032.5,727.31,-67.81,5762.54,-362.33,6899.99,208.94
2.06,3.53,0,0,3873.89,-3590.41,62.22,67.19,2.93,71.01,644.89,-1067.22,5.23,3873.89,-3590.42,1193.35,1235.09,-12.59,3706.78,-3734.51,3179.88,2327.44
4.8,3.78,0,0,4726.04,241.45,66.55,67.33,3.07,-273.34,123.43,-965.98,150.47,4726.04,241.46,1132.01,-432.71,-53.44,4102.07,1052.28,4362.91,585.17
0.17,3.62,0,0,1864.81,700.13,63.74,63.41,3.61,-220.45,-123.97,-773.16,-65.02,1864.81,700.13,1324.93,-2.1,-38.67,2728.48,1842.27,2918.71,-637.69
0.74,3.26,0,0,2371.06,1778.59,64.84,58.96,3.24,-243.95,-175.35,-961.62,163.76,2371.07,1778.58,1199.2,636.06,-111.5,2731.89,2429.15,3503.28,-839.16
1.89,1.32,0,0,3194.46,129.17,59.26,58.92,2.73,-339.55,-93.38,-857.47,121.09,3194.45,129.17,508.56,1400.42,39.81,3510.4,-142.7,2207.07,2797.13
3.71,2.93,0,0,3061.61,-260.81,65.7,64.15,3.44,592.21,463.31,-956.34,146.85,3061.61,-260.82,5141.76,960.02,-28.73,3732.21,-1405.92,6517.21,-1353.77
5,1.19,0,0,2205.48,1978.98,65.39,67.43,4.34,410.79,690.57,-949.65,206.95,2205.48,1978.98,1140.09,-2470.06,-33.65,510.54,3636.23,3241.31,-4714.99
6.81,-1.61,0,0,2619.29,3560.78,67.97,69.94,3.07,-355.32,2.66,-968.54,209.7,2619.29,3560.8,413.2,-1812.17,-28.56,-277.23,4468.64,1350.7,-3836.35
2.31,-4.94,0,0,-2726.86,3015.75,65.47,64.59,2.75,-339.15,-33.38,-947.76,182.33,-2726.86,3015.76,-148.87,-982.55,-113.49,-3120.26,1016.49,-1772.76,-2292.58
0.41,1.33,0,0,254.16,611.2,67.43,65.57,3.2,-231.98,-20.01,-926.34,113.84,254.16,611.21,32.56,-1198.12,-67.2,-388.72,1759.1,906.41,-3239.82
6.68,1.77,0,0,5148.31,814.42,60.64,64.42,3.06,-274.21,-10.62,-969.34,153.68,5148.3,814.42,2264.74,1460.31,-14.85,4697.96,-282.54,4631.42,2648.67
6.23,-5.59,0,0,-1255.85,5168.43,61.81,64.43,3.37,-339.15,-33.38,-947.39,201.59,-1255.85,5168.41,-346,-1211.05,188.65,-2937.82,4083.17,-1135.11,-3917.5
6.15,2.27,0,0,4119.92,869.85,63.56,62,3.95,637.02,401.39,-951.21,186.61,4119.91,869.85,2649.97,-18.4,10.88,3807.26,-266.42,5815.44,-332.75
2.31,-4.74,0,0,-2458.04,3282.23,64.17,63.17,2.93,-339.15,-33.38,-916.34,206.09,-2458.04,3282.23,-293.61,-1211.65,116.43,-3229.02,1553.96,-1807.22,-2889.87
-0.04,0.23,0,0,412.94,2080.22,62.71,65.35,5.44,-321.91,-52.38,-912.65,0.85,412.94,2080.22,108.56,-418.25,-3.07,626.18,2916.18,1499.05,-2533.62
3.12,2.93,0,0,5291.53,1757.13,64.75,64.39,4.49,-345.07,-35.88,-743.42,245.12,5291.53,1757.17,-761.42,210.59,-24.86,889.68,2556.94,-788.58,3219.6
4.42,5.75,0,0,8423.69,3176.67,65.24,61.82,5.39,-357.61,-34.99,-954.67,192.7,8423.69,3176.69,-1097.21,876,-46.98,2370.9,3901.35,-601.95,5780.19
5.2,1.92,0,0,5730.42,-559.06,62.71,61.24,4.39,-2.53,302.01,-954.92,195.84,5730.42,-559.04,919.1,-104.58,-4.88,3367.47,1437.42,3553.8,1458.43
5.52,-3.81,0,0,-283.17,4091.23,64.35,62.9,3.92,-341.49,-25.62,-949.97,190.26,-283.17,4091.23,116.99,-901.47,173.35,-1006.19,2743.05,11.66,-2545.93
2.52,-5.91,0,0,-3248.85,3382.52,62.6,65.93,2.63,-341.45,-33.01,-937.76,189.91,-3248.85,3382.52,-482.07,-927.63,92.61,-3760.77,1629.24,-2262.19,-2553.67
6.53,-5.05,0,0,-317.91,4967.59,63.68,63.05,3.49,-339.15,-33.38,-947.54,209.01,-317.91,4967.58,-16.61,-1443.02,140.33,-1939.66,3632.98,-382.55,-3605.32
2.28,3.46,0,0,3733.93,-1397.74,64.65,64.61,3.03,-348.54,-25.91,-1005.77,-132.09,3733.93,-1397.74,-597.2,379.74,37.88,2229.04,741.58,981.06,1343.33
6.85,-4.15,0,0,-105.16,5223.76,63.61,62.96,3.2,-339.15,-33.38,-946.37,208.58,-105.16,5223.75,-157.7,-1287.01,185.76,-1876.27,3949.94,-377.8,-3499.86
3.96,-6.2,0,0,-2668.14,4142.48,63.78,64.06,2.93,-339.15,-33.38,-941.17,201.28,-2668.14,4142.47,-546.59,-1000.13,65.39,-3598.55,2538.76,-1959.54,-3185.41
-4.28,3.48,0,0,358.35,-3330.32,65.48,65.87,3.79,-326.13,-35.69,-827.7,-89.43,358.35,-3330.32,1212.62,1119.35,-33.7,2092.85,-3253.95,2691.48,-27.47
0.94,4.26,0,0,3493.87,-3489.89,65.31,67.24,3.14,33.35,-48.64,-895.38,118.79,3493.87,-3489.9,2030.01,1693.09,-67.46,4312.27,-3389.97,4422.34,3256.06
2.78,5.56,0,0,4718.57,-104.01,63.41,60.52,3.3,-213.32,-203.12,-880.32,127.84,4718.57,-104.02,1661.45,2332.12,-6.13,5629.45,-167.19,4513.75,4222.49
-3.63,5.63,0,0,3083.94,-3402.4,63.17,65.92,4.07,-333.99,-37.42,-941.82,157.25,3083.94,-3402.41,628.38,1878.33,-5.05,4629.79,-1247.35,4034.53,2050.79
0.46,4.76,0,0,4952.89,287.41,64.91,68.22,3.55,-352.72,-66.11,-952.79,200.11,4952.89,287.42,2533.03,1202.35,-28.55,5128.58,487.52,5449.77,635.07
2.62,2.91,0,0,5069.35,2577.07,55.52,53.24,5.18,-352.19,-36.2,-949.64,201.26,5069.35,2577.08,-1030.83,1128.07,-31.5,1580.67,3761.73,-946.35,5379.78
3.75,-0.56,0,0,1027.15,679.61,66.72,64.64,3.05,863.05,1475.38,-938.09,154.26,1027.15,679.61,2378.04,-2712.99,-73.56,-137.64,376.08,3080.05,-4669.51
-1.75,1.87,0,0,432.07,-640.4,64.77,64.68,2.74,1593.39,-129.37,-620.47,259.15,432.07,-640.41,2300.76,-615.83,-78.89,1273.91,-1023.41,3396,-1810.03
1.42,-5.89,0,0,-3425.17,2971.73,63.74,64.21,2.37,-339.15,-33.38,-884.75,155.91,-3425.17,2971.73,-487.84,-1143.36,177.48,-4077.13,1447.39,-2470.11,-2700.79
5.51,2.22,0,0,4646,896.75,64.13,66.83,3.84,-313.74,80.2,-951.67,184.05,4646,896.77,1087.44,-471.93,-74.02,3984.05,1592.57,4366.79,503
0.95,4.96,0,0,8579.13,1489.36,68.64,62.87,4.55,-382.32,-33.35,-950.05,197.89,8579.13,1489.38,709.94,817.56,-20.69,5989.81,6514.19,4574.37,1484.46
5.37,1.86,0,0,5493.82,2687.21,55.9,60.52,3.62,-379.33,-48.48,-954.69,134.22,5493.82,2687.2,1127.21,3698.12,12.08,5505.45,468.04,2862.51,6276.16
3.78,5.08,0,0,4723.98,-791.43,65.52,68.18,2.8,-135.32,-140.88,-941,153.97,4723.98,-791.43,3101.87,2872.11,-33.03,6002.78,-1131.84,5976.48,2780.22
4.46,1.63,0,0,4038.3,3958.77,66.28,68.56,3.27,-355.9,-24.66,-964.2,190.09,4038.3,3958.77,504.72,-97.66,-75.09,2312.87,3853.71,2346.63,112.69
-0.91,5.53,0,0,5772.43,-750.55,67.33,65.73,3.14,-303.93,9.12,-496.94,478.56,5772.43,-750.57,766.66,1696.05,-93.49,5260.47,2185.01,4463.49,2160.46
0.91,4.09,0,0,3831.52,1675.84,57.91,60.3,3.28,-337.79,-49.4,-774.89,27.13,3831.52,1675.84,0.14,1240.55,68.41,2009.15,1533.74,611.7,4282.79
3.49,6.14,0,0,7237.5,-241.38,65.76,70.26,5.77,-349.34,11.49,-953.64,143.48,7237.49,-241.38,1485.65,2325.06,-56.77,6458.36,-689.5,5415.18,4531.2
4.78,4.13,0,0,5954.81,-2429.11,63.81,66.06,3.94,638.76,-142.7,-849.6,326.9,5954.81,-2429.1,2280.73,1271.55,-45.95,7040.85,-980.22,7241.13,2537.36
0.82,-5.44,0,0,-3338.71,2831.46,62.94,63.28,2.43,-338.8,-35.06,-878.78,197.65,-3338.71,2831.46,-401.06,-1117.11,188.35,-3718.04,1018.9,-2371.75,-2304.12
2.39,4.2,0,0,3062.85,-939.56,66.44,65.38,2.7,11.5,-229.35,-857.08,141.44,3062.85,-939.55,1920.77,461.1,-86.11,4761.44,-219,5625.42,-285.46
5.47,3.9,0,0,6104.22,-1878.19,59.19,67.65,4.12,-122.95,307.79,-626.24,435.17,6104.22,-1878.19,1843,25.76,-21.65,5886.44,56.01,6138.35,1744.85
-2.02,3.28,0,0,1740.41,-1075.01,66.22,67.48,4.78,2183.12,-1450.07,-890.16,92.48,1740.41,-1075.02,4566.19,-580.65,-76.44,2883.69,-936.8,5465.57,-2329.54
