col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,,,,,,,,,,,
-3.54,1.43,0,0,-673.74,-4424.2,62.43,63.33,3.37,-213.11,-147.19,14.12,-1011.76,-673.73,-4424.21,-731.14,822.62,-21.81,1337.06,-3582.55,-204.14,2482.24
2.42,-1.71,0,0,868.45,3327.62,60.23,62.27,2.99,-319.44,28.45,-925.26,107.89,868.45,3327.61,-760.27,159.2,-54.22,-454.33,2440.48,-1471.73,443.53
-0.35,-1.99,0,0,-2101.73,1413.63,67,62.95,3.09,-178.97,398,-655.22,-67.5,-2101.73,1413.63,-436.13,-491.29,-17.65,-2363.97,725.87,-1035.88,-2130.29
0.56,3.27,0,0,3576.1,794.73,65.35,63.26,3.16,-344.69,-37.66,722.96,-370.15,3576.1,794.72,-1204.37,124.94,10.93,921.01,2564.4,-2186.63,1020.11
1.77,-1.91,0,0,26.44,3198.02,56.57,63.43,3.2,-341.09,-34.36,-1004.45,139.45,26.44,3198.02,-308,-129.53,12.51,-885.26,1860.32,-639.56,-980.34
0.64,-1.31,0,0,-810.15,207.55,61.36,66,2.55,-98.59,-313.41,-127.04,548.8,-810.15,207.56,-958.02,69.69,47.67,-1117.42,313.81,-1521.33,235.85
-6.03,-2.08,0,0,-4112.97,-1253.97,65.53,64,3.83,-257.86,79.14,2489.97,224.76,-4112.97,-1253.97,-932.75,228.69,24.35,-2229.28,-2258.56,-2414.65,981.42
0.48,-3.26,0,0,-1439.44,2863.9,65.5,67.25,3.92,-189.05,289.58,-427.88,658.01,-1439.44,2863.9,-830.6,-237.55,-31.09,-1863.87,1937.16,-793.49,-2030.09
-5.29,-1.58,0,0,-4236.57,-170.69,61.8,65.2,4.15,142.29,-243.37,2078.99,338.86,-4236.56,-170.68,-908.96,-26.22,-74.89,-3182.57,-901.14,-3022.92,724.55
0.59,-1.4,0,0,-931.9,-393.76,64.76,61.84,2.87,-233.93,91.25,591.81,-387.78,-931.9,-393.76,-817.44,16.76,14.68,-1069.61,-391.44,-1983.4,397.14
-5.81,-2.18,0,0,-4385.47,-14.3,63.5,64.86,4.67,151.54,-5.25,856.85,-182.81,-4385.47,-14.31,-1146.2,49.21,-108.43,-2960.2,-1173.85,-2800.07,-32.83
-5.17,-2.04,0,0,-4282.39,519.24,64.94,65,2.93,-149.16,-99.26,980.35,1198.41,-4282.39,519.24,-1100.27,120.27,-108.41,-2690.42,-1000.2,-2825.4,902.95
-3.66,1.68,0,0,284.38,-3867.34,65.04,63.17,3.5,-173.38,-271.93,137.4,-177.94,284.38,-3867.34,-849.74,430.93,-121.37,636.61,-1684.11,-985.4,2825.43
-3.2,0.23,0,0,-1117.33,-2109.75,65.61,64.5,3.69,114.4,-95.59,-645.27,-266.03,-1117.32,-2109.74,306.59,1084.55,-95.74,910.12,-2136.78,1206.03,402.71
-1.93,1.69,0,0,1413.59,-3864.08,64.15,65.15,3.61,-84.2,-254.96,320.17,-846.9,1413.59,-3864.09,-739.54,69.44,-31.14,551.04,-1083.39,-1240.46,2019.37
-5.3,-1.98,0,0,-4385.33,-374.42,66.86,64.43,3.37,111.06,-135.94,1970.56,1071.41,-4385.33,-374.42,-1115.47,200.33,-80.78,-2700.04,-1617.91,-2836.17,1083.88
1.39,-1.55,0,0,2164.24,-103.92,63.66,63.74,2.61,-333.63,-46.72,574.53,-2485.51,2164.24,-103.92,-1133.36,-49.77,89.08,368.44,1582.31,-2667.04,6.15
-3.09,1.17,0,0,-594.7,-4443.86,64.6,65.84,3.42,-105.78,-225.72,196.58,-1834.57,-594.7,-4443.86,-626.66,591.5,-14.56,1063.78,-3121.25,-798.02,1137.15
-4.77,-3.1,0,0,-4604.15,123.63,62.67,64.33,3.84,69.64,-121.82,2453.06,804.74,-4604.15,123.62,-1253.11,181.76,-23.32,-2856.53,-1529.93,-3296.05,1063.31
-3.85,-0.86,0,0,-2211.25,-3286.35,63,65.33,3.69,9.57,-179.77,529.23,-661.68,-2211.25,-3286.35,-792.38,598.77,-21.24,102.33,-2836.2,-853.59,1843.96
-4.7,-0.26,0,0,-2642.21,-174.96,63.84,63.74,3.33,-95.3,-263.86,883.08,228.5,-2642.21,-174.95,-1060.83,153.69,29.09,-1326.77,-513.65,-1914.21,4.1
-4.6,-2.95,0,0,-3762.83,-798.1,64.1,66.75,3.01,-238.66,107.73,1861.09,146.63,-3762.83,-798.1,-1212.72,152.87,17.08,-2505.22,-1322.97,-3338.03,1103.25
-5.2,-0.32,0,0,-3222.01,-1914.26,66.38,62.69,4.83,968.77,969.31,1327.17,825.54,-3222.01,-1914.26,-258.74,539.61,-53.36,-1528.65,-2593.78,-975.46,877.44
0.72,1.08,0,0,3144.05,284.31,57.33,69.33,2.93,-335.1,-58.07,-987.29,-281.16,3144.05,284.33,-881.54,115.64,60.6,950.08,2026.39,-1016.93,429.86
1.31,-0.46,0,0,3466.62,-135.5,60.46,64.35,2.9,-150.69,-206.82,773.04,-316.12,3466.63,-135.5,-561.09,-492.95,-37.65,474.45,1517.29,-1755.65,-175.52
-4.59,-2.52,0,0,-3482.47,-766.14,63.75,65.5,3.69,-319.19,-1.32,403.8,188.77,-3482.47,-766.13,-1142.19,192.7,42.35,-2276.67,-1166.54,-2632.69,965.24
2.39,-4.32,0,0,-2114.08,2557.67,63.9,64.38,2.5,-206.43,101.02,-923.42,153.06,-2114.08,2557.68,-709.16,-136.76,186.97,-2127.16,793.8,-2067.38,-275.7
2.98,-0.28,0,0,3575.91,2633.7,59.16,60.71,2.93,-283.54,-25.37,663.82,49.63,3575.91,2633.7,-920.41,492.13,21.17,1185.93,1085.8,-831.93,1953.96
-1.87,-4.24,0,0,-3692.23,1285.08,65.19,63.25,1.98,-177.27,-146.04,87.71,-216.62,-3692.23,1285.08,-1129.21,60.11,113.74,-2755.54,-55.3,-3294.88,762.49
0.36,-2.15,0,0,-555.99,2977.51,68.42,64.73,2.64,-134.41,468.81,-44.18,997.02,-556,2977.51,-674.01,-76.54,-34.4,-1016.68,2305.33,-187.01,-1488.02
-5.63,-1.07,0,0,-4095.52,-1230.29,64.12,64.44,3.98,994.7,-1061.59,2336.52,434.55,-4095.51,-1230.28,-606.6,278.49,-69.32,-2597.11,-2204.69,-2416.04,967.96
1.98,-1.98,0,0,1593.18,4100.21,55.17,62.78,2.55,-341.38,-34.23,-1000.15,-36.17,1593.18,4100.22,-794.18,64.01,162.24,-212.94,2535.63,-1272,322.17
-0.52,-1.01,0,0,-1654.58,-1111.23,66.4,61.7,3.24,-90.56,45,-897.45,131.23,-1654.58,-1111.23,-503.51,121.65,76.29,-1009.85,-624.92,-798.5,424.55
-6.47,1.56,0,0,-2232.15,-3480.16,66.71,64.48,3.8,405.39,806.19,626.67,-1685.72,-2232.15,-3480.17,-601.63,-172.07,-53.97,-947.03,-2368.02,-2006.83,405.88
-6.18,-1.61,0,0,-4135.34,-1195.89,64.28,64.83,3.44,115.24,-333.01,2865.25,300.93,-4135.34,-1195.89,-1088.01,232.16,-7.34,-2397.63,-2156.81,-3018.88,1393.72
-2.19,1.12,0,0,270.88,-3587.87,64.48,64.19,2.76,57.42,-184.8,360.55,-406.32,270.88,-3587.87,-975.63,107.33,-44.13,-539.05,-1004.78,-1677.24,1869.21
-3.19,1.54,0,0,161.46,-4966.24,63.86,62.82,3.69,-222.9,-143.84,280.43,-1278.58,161.46,-4966.25,-618.04,-22.72,-68.93,738.53,-2280.71,-1089.86,1756.72
-6.07,-1.3,0,0,-3952.66,-1122.94,63.75,64.95,2.78,-131.48,-51.32,2177.54,-140.31,-3952.66,-1122.94,-1124.67,162.17,-0.73,-2246.6,-1968.34,-2925.07,1020.1
-0.57,3.82,0,0,6934.63,2183.48,60.76,64.92,3.42,-352.58,-28.41,-1282.7,-473.29,6934.62,2183.48,-957.12,-246.64,65.46,1742.22,3709.16,-1712.09,778.09
-4.94,-1.7,0,0,-3939.55,-1035.71,65.5,65.67,3.19,655.46,33.99,2255.07,-290.28,-3939.54,-1035.71,-806.82,-292.02,-34.15,-2873.57,-1025.85,-2927.62,328.62
1.49,-1.55,0,0,-428.61,1648.52,62.62,61.16,2.84,-306.44,-24.97,-341.05,60.89,-428.61,1648.53,-380.82,265.99,24.12,-1017.87,186.42,-1171.93,729.64
-3.55,0.79,0,0,-1250.91,-3881.82,63.86,66.32,3.07,29.86,-159.53,411.68,-967.77,-1250.91,-3881.83,-709.08,626.36,14.47,577.06,-3391.93,-917.39,2088.45
-3.39,-0.61,0,0,-3179.83,284.28,68.79,64.63,3.09,435.54,-101.51,816.74,1391.08,-3179.82,284.28,-841.43,279.39,-24.36,-1866.37,-1068.19,-1607.36,865.2
2.79,0.17,0,0,3777.35,2105.66,51.47,62.47,3.53,-323.7,-64.45,983.47,-527.41,3777.36,2105.67,-1133.09,239.77,31.99,796.97,805.41,-2144.46,1960.51
-4.55,-3.43,0,0,-4492.46,184.19,63.12,66,3.56,102.62,-146.39,1210.35,790.99,-4492.46,184.19,-1118.72,69.56,-7.66,-3164.84,-1165.19,-2735.07,526.4
-5.1,-2.61,0,0,-4469.85,591.17,65.08,64.92,3.69,641.51,-798.43,1404.44,483.72,-4469.85,591.17,-1122.51,-4.48,-100.13,-3198.92,-818.96,-3240.61,549.51
0.83,-0.44,0,0,1579.59,1320.82,57.87,65.9,2.63,-343.14,-57.51,-647.73,-371.97,1579.6,1320.84,-1039.43,12.97,151.32,-349.53,2297.03,-2002,125.96
-6.19,-0.37,0,0,-3751.95,-1913.51,64.86,65.64,3.07,1864.72,-1295.71,1027.94,-20.86,-3751.95,-1913.51,-639.02,213.48,-57.76,-2084.72,-2611.84,-1760.23,498.66
-1.13,0.1,0,0,-1141.22,-1440.24,66.7,68.2,3.69,-298.11,-100.92,-121.13,-564.53,-1141.22,-1440.23,-359.85,-274.84,-57.85,-597.48,-407.38,-1040.2,-381.1
1.11,-1.82,0,0,-844.51,-919.14,64.71,62.24,3.15,-198.33,24.51,-210.86,579.55,-844.51,-919.15,-470.17,-329.41,9.84,-1121.12,139.33,-932.13,-302.01
4.18,-4.52,0,0,2666.68,4246.75,59.43,65.23,3.13,-295.02,91.05,197.89,750.7,2666.69,4246.76,-895.91,-89.03,-2.54,-646.21,4061.73,-643.69,-1058.72
-4.81,-0.95,0,0,-3588.12,-780.51,64.44,66,3.19,276.78,235.53,1095.74,182.85,-3588.12,-780.5,-722.28,-299.65,-38.24,-2295.87,-1260.35,-2043.88,-392.89
-3.92,1.42,0,0,-1319.43,-4304.58,65.42,63.21,3.81,-103.13,-259.77,-32.47,-730,-1319.43,-4304.59,-513.33,711.4,-37.15,993.32,-3588.4,109.93,2146.98
-4.66,-1.2,0,0,-3913.17,-1073.96,64.82,64.94,3.83,710.91,-580.6,776.64,-394.8,-3913.17,-1073.95,-731.45,-152,-51.43,-2565,-1776.56,-2348.73,-322.6
-3.04,-0.16,0,0,-1596.04,-2181.15,63.46,65,2.74,153.76,-173.42,59.44,-159.21,-1596.04,-2181.14,-316.33,495.14,-54.77,15.26,-1843.27,-519.91,743.78
-0.3,2.8,0,0,1386.62,-1726.97,67.09,60.86,2.86,-349.71,25.43,-637.04,-398.45,1386.62,-1726.96,-276.15,274.67,82.17,1283.63,488.41,89.38,1029.8
-3.45,-0.64,0,0,-1490.17,-2395.87,65.1,64.93,2.83,560.43,-1126.5,21.94,-682.06,-1490.17,-2395.86,-495.78,471.66,-50.34,28.81,-2381.64,-354.54,573.96
-1.26,-5.23,0,0,-3750.18,2341.31,64.09,64,2.24,-339.15,-33.38,10.72,881.57,-3750.18,2341.31,-1196.1,91.5,196.01,-3169.06,524.39,-3566.24,981.06
-4.32,0.88,0,0,-1721.9,-3415.83,63.32,63.47,3.57,13.66,-241.35,144.76,-892.29,-1721.91,-3415.83,-1170,289.16,-25.9,-66.72,-2589.6,-2186.77,1848.26
2.43,-0.73,0,0,520.95,2654.37,66.5,63.54,3.34,-311.95,47.54,416.55,752.23,520.94,2654.37,-822.79,0.91,-42.52,-230.26,2383.24,-635.64,-404.7
-3.02,2.72,0,0,434.3,-1174.41,67.78,62.7,3.27,-354.43,-12.43,1415.02,-752.61,434.3,-1174.42,-1232.32,213.49,-29.27,555.17,1001.2,-2751.58,1584.16
-5.58,0.33,0,0,-3313.67,-2069.6,65.38,66.06,4.26,284.46,-537.88,331.99,-522.02,-3313.67,-2069.59,-432.39,39.38,-77.06,-2196.32,-2136.21,-1595.68,1.94
-5.24,2.7,0,0,-510.27,-4600.35,66.58,62.25,3.5,-319.98,-34.98,750.99,-1469.48,-510.27,-4600.37,-1045.65,309.02,-34.29,234.04,-2490.49,-1572.01,2441.12
-5.01,-1.98,0,0,-3084.5,-1634.06,64.29,64.71,2.55,-204.78,180.44,1101.57,-350.87,-3084.5,-1634.05,-1220.78,153.11,-42.92,-2129.27,-1570.77,-3006.88,923.07
2.33,3.09,0,0,5472.86,2293.58,60.09,67.5,3.22,36.52,-196.02,-379.17,16.5,5472.86,2293.57,-890.09,-42.16,-21.91,1072.5,1715.3,-708.95,324.21
-0.93,-0.08,0,0,-937.45,-900.6,67.79,60.32,2.85,-346.96,21.34,-531.99,-603.06,-937.45,-900.6,-799.45,177.29,-37.04,-837.76,-399.53,-1574.77,467.3
-5.63,1.03,0,0,-2463.38,-2912.87,66.52,63.14,3.15,970.91,-845.69,1546.01,-884.43,-2463.38,-2912.87,-253.04,442.95,-27.22,-752.49,-3263.63,-1578.55,993.34
-4.91,1.41,0,0,-2234.54,-2067.48,63.2,63.52,3.05,-336.96,-75.6,1895.51,-141,-2234.53,-2067.48,-1217.99,197.66,-53.45,-361.83,-959.65,-2538.14,1498.17
-3.56,1.03,0,0,-1177,-4175.89,63.65,63.71,4.63,490.07,-564.06,-375.11,-318.27,-1177,-4175.9,-259.9,967.96,-59.02,1087.92,-3688.25,731.14,1663.53
-5.8,-1.58,0,0,-3902.83,-1769.87,63.91,64.39,3.4,84.95,-177.86,4062.36,-1265.98,-3902.83,-1769.87,-1298.79,173.82,-74.46,-2216.53,-2311.54,-3832.97,1234.22
-0.33,0.32,0,0,1238.83,-620.62,71.78,62.83,2.81,-94.66,47.48,-396.02,-106.14,1238.83,-620.63,-519.62,-183.63,12.3,203.35,1653.68,35.53,-207.67
-5.3,-0.93,0,0,-3825.69,-1559.89,66.37,66.95,3.33,1408.19,-952.35,639.61,262.55,-3825.69,-1559.88,-547.25,-67.73,-85.58,-2249.12,-2172.34,-1583.62,236.84
-0.82,-0.75,0,0,-525.93,307.22,60.34,65.34,2.36,-333.43,-48.37,-178.91,652.78,-525.93,307.24,-974.3,219.07,48.19,-1073.13,701.34,-1497.37,471.32
1.99,-0.38,0,0,1840.75,69.01,62.21,68.34,2.83,-331.07,-49.51,-845.02,-406.36,1840.75,69.03,-732.12,-99.16,6.36,107.95,1331.23,-666.56,-405.17
-3.29,0.56,0,0,157.64,-2702.35,64.84,64.31,2.98,-330.69,-57.08,1518.63,-2663.5,157.63,-2702.34,-1239.07,187.16,7.56,1011.96,-544.11,-2470.35,1239.59
-4.63,-2.75,0,0,-3729.96,-839.88,62.52,64.48,2.93,-74.01,87.68,2141.66,-179.13,-3729.96,-839.88,-1185.16,149.88,79.55,-2292.55,-1540.56,-3295.75,1072.2
-4.07,-1.42,0,0,-4101.04,-134.77,63.76,63.81,3.37,974.27,838.48,1250.38,979.44,-4101.04,-134.77,-1137.37,255.91,-22.8,-2247.88,-1587.53,-2387.44,1274.83
-6.05,-0.34,0,0,-3825.57,-1499.36,64.56,64.88,3.12,1388.8,-485.46,1996.22,230.52,-3825.57,-1499.36,-677.1,-213.37,-55.04,-2429.04,-1903.82,-2466.9,691.24
2.46,-4.28,0,0,-1798.06,2607.84,66.85,64.1,2.78,-343.52,-35.77,-667.59,9.39,-1798.07,2607.85,-1047.02,-21.08,203.39,-1961.68,1060.45,-2718.02,14.48
-5.97,-0.69,0,0,-4014.09,-1202.18,63.38,62.5,4.55,1062.95,-891.44,2155.39,1253.63,-4014.09,-1202.17,-1018.47,284.68,-36.11,-2186.65,-2395.86,-2467.46,1442.81
-4.03,2.47,0,0,-661,-4017.6,64.74,59.83,3.59,-303.58,-188.89,440.09,-946.33,-661,-4017.6,-564.36,-51.77,-48.44,700.62,-2782.18,-1219.35,1259.81
-0.16,-1.28,0,0,-1200.57,1917.89,68.28,65.16,3.05,-297.73,300.45,386.04,309.9,-1200.57,1917.89,-1001.13,-90.81,-77.73,-1351.46,1742.77,-1737.88,-794.67
-4.68,1.23,0,0,-325.6,-3535.41,62.69,65.91,2.85,-301.91,-114.11,1776.95,-2766.8,-325.61,-3535.4,-1128.68,291.19,48.94,634.04,-1098.72,-2159.43,1088.06
-5,-2.22,0,0,-3170.82,-1206.75,64.95,64.05,2.5,-339.15,-33.38,1218.2,-425.28,-3170.82,-1206.75,-1183.67,223,19.17,-2156.04,-1265.49,-3192.05,1489.53
-5.45,-0.44,0,0,-3646.7,-1758.61,65.7,66.6,3.92,776.18,133.86,2446.23,55.36,-3646.69,-1758.59,-797.21,95.12,-81.43,-2166.07,-1928.4,-2382.44,540.81
1.64,0.04,0,0,1231.13,2197.56,70.92,65.56,3.19,-20.25,162.01,1665.44,637.45,1231.13,2197.56,-1132.55,208.4,-10.09,-180.59,2070.2,-1651.27,962.28
-2.1,0.54,0,0,-1205.63,-2031.62,67.17,64,3.31,117.04,-159.17,616.69,-279.34,-1205.63,-2031.61,-725.34,334.41,-6.29,420.26,-1365.15,-468.88,646.29
3.07,-0.57,0,0,290.73,3122.18,67.69,64.45,2.99,-262.64,118.5,611,784.06,290.73,3122.18,-770.92,-221.97,20.38,-774.54,2967.75,-1087.63,-867.95
-1.09,-0.71,0,0,972.98,-964.73,59.48,64.32,2.74,-345.63,-34.36,-205.69,-869.75,972.99,-964.71,-1158.6,103.38,38.55,-448.96,958.13,-2049.15,262.46
-0.2,0.23,0,0,1316.79,-770.7,66.09,61.34,2.85,-43.21,114.12,1298.75,464.63,1316.79,-770.71,-616.12,-314.77,-11.02,139.51,1708.7,-1224.75,450.34
1.65,-0.53,0,0,384.17,-1347.89,67.09,62.3,2.52,-96.41,108.75,1518.84,821.43,384.17,-1347.91,-945.31,337.71,86.95,222.03,183.44,-1419.29,2137.1
0.35,0.76,0,0,4074.24,2498.21,53.94,68.14,2.93,-357.04,-45.09,-1088.12,-340.05,4074.24,2498.22,-1236,206.65,80.03,534.3,2783.95,-2303.17,1560.29
-0.04,-2.15,0,0,-855.41,-1386.38,68.39,64.57,3.2,-193.1,19.49,922.32,791.26,-855.41,-1386.39,-957.22,-213.77,71.05,-1195.74,148.44,-2234.32,913.26
1.86,3.18,0,0,4652.65,-3712.62,64.09,64.94,3.49,-341.48,-61.79,-76.58,-1213.21,4652.65,-3712.63,-849.1,757.94,50.12,3359.33,-600.82,-267.66,3128.72
-3.52,1.75,0,0,-222.61,-854.26,66.77,63.77,3.69,-337.36,-36.98,1466.01,81.91,-222.61,-854.26,-1233.44,267.69,-1.45,388.08,1155.92,-2075.32,2252.81
0.19,-1.99,0,0,210.09,1555.53,58.91,64,2.27,-218.47,41.22,-496.78,-457.17,210.09,1555.55,-1033.86,117.54,87.55,-972.02,1412.34,-2259.13,495.59
1.81,-1.31,0,0,1519.11,3316.4,56.02,64.95,2.21,-255.43,68.89,-758.79,343.21,1519.11,3316.41,-856.94,112.32,69.22,-3.27,2277.53,-1652.35,995.35
-3.29,1.5,0,0,609.46,-3302.27,63.67,65.82,2.38,-300.47,7.6,1062.1,-2221.1,609.46,-3302.27,-1192.55,171.86,41.04,428.66,-428.88,-2335.08,1198.84
2.6,-1.79,0,0,1400.89,3581.01,58.81,65.58,2.74,-287.77,12.86,-995.71,101.47,1400.89,3581.02,-535.81,-56.31,0.82,-275.52,2664.86,-960.61,-130.05
0.11,-3.36,0,0,-2767.84,972.53,69,64,2.72,-321.42,1.11,-649.35,172.58,-2767.84,972.53,-1091.34,134.13,125.92,-2001.19,-273.95,-2591.82,762.39
-4.64,3.9,0,0,1514.44,-3471.68,61.92,62.16,3.6,-340.6,-27.55,-452.39,-492.7,1514.44,-3471.67,-904.22,479.2,-1.55,1885.2,-318.86,319.52,1582.58
-5.41,-2.03,0,0,-4316.58,-765.62,64.13,63.73,3.84,-72.33,-371.85,3637.61,350.45,-4316.58,-765.62,-1308.04,196.69,-43.36,-2465.39,-1723.76,-3856.43,1668.49
-0.08,-1.5,0,0,-453.98,-496.29,62.89,62.81,2.76,-44.27,-127.2,295.74,168.87,-453.97,-496.27,-978.22,143.58,61.29,-1034.28,-76.69,-1926.34,527.21
1.17,-1.38,0,0,201.43,-1412.05,65.68,61.32,2.72,-255.18,-19.61,923.16,622.72,201.43,-1412.06,-304.7,-232.17,67.15,26.38,-163.05,-839.65,724.48
2.23,3.95,0,0,4861.89,2498.21,66.83,64.57,2.96,-348.41,-32.99,109.36,-678.07,4861.9,2498.2,-1263.16,211.87,90.57,279.19,1820.49,-2785.91,1781.01
1.59,-0.61,0,0,2915.91,2262.81,59.38,65.38,2.62,-341.26,-41.29,-1045.11,-18.15,2915.91,2262.83,-950.61,70.51,9.04,106.15,3024.89,-1142.46,384.28
-2.72,3.16,0,0,516.22,-4530.21,65.35,62.09,3.59,-50.71,-96.42,-373.22,-483.88,516.22,-4530.2,-778.43,349.63,-68.69,969.46,-1654.98,-454.64,1986.2
-5.76,-0.18,0,0,-3687.65,-1853.06,65.39,64.67,2.93,921.3,-283.59,2628.45,-598.06,-3687.65,-1853.06,-847.56,-235.56,-80.98,-2541.49,-1565.86,-2823.61,382.74
-2.23,-0.1,0,0,-1913.4,765.38,69.32,66.36,3.28,-120.94,-205.78,369.46,459.71,-1913.4,765.39,-1045.11,132.51,-78.76,-1221.72,675.31,-1623.06,435.05
-5.48,-2.25,0,0,-4468.87,-364.74,67,64.62,3.12,256.55,-225.13,2127.64,-187.02,-4468.87,-364.75,-1175.92,89.15,-56.75,-2736.22,-1620.52,-3248.85,534.03
1.74,-0.65,0,0,1396.73,-1127.32,69.68,62.92,2.78,-321.26,-34.3,772.28,-1414.86,1396.73,-1127.3,-991.99,2.04,27.86,-78.56,-650.27,-2276.44,694.01
1.52,4.19,0,0,7241.97,-1088.71,63.67,64.55,2.84,-386.64,-50.72,-164.72,-567.94,7241.98,-1088.74,-541.71,614.28,-38,4810.04,1375.25,1119.1,3123.33
-1.27,2.22,0,0,1451.49,-2999.07,64.36,65.15,3.07,-251.71,-112.03,431.03,-845.99,1451.49,-2999.08,-918.12,6.61,-12.46,-537.59,-351.91,-2260.6,1400.89
-4.68,-0.58,0,0,-3125.03,-2004.42,65.06,64.67,3.95,207.13,61.08,3262.02,-1685.55,-3125.03,-2004.41,-979.4,-110.98,-40.4,-1892.64,-1419.88,-3109.29,524.83
-5.61,2.07,0,0,-956.83,-3119.39,67.14,62.86,3.49,-339.18,-46.01,-54.24,177.85,-956.83,-3119.39,-952.67,434.3,-34.91,109.11,-1976.73,-908.05,2432.07
-0.41,3.44,0,0,2727.01,-2543.7,64.59,64.67,2.31,-242.92,-59.31,451.38,831.34,2727.01,-2543.72,-632.21,971.1,-1.99,3241.76,-234.52,744.97,3690.06
0.76,1.1,0,0,134.9,-353.29,67.91,67,3.9,-274.2,50.08,-838.66,-86.15,134.9,-353.28,835.76,-862.31,-54.6,-382.73,118.54,610.09,-1106.89
2.73,-1.6,0,0,1033.3,-118.83,70.5,59.94,2.62,267.57,206.94,-851.26,82.66,1033.3,-118.83,311.35,-676.02,-15.89,292.31,440.02,895.89,-825.44
2.39,5.61,0,0,4701.56,-346.11,67.39,66.36,2.8,118.71,1049.5,-856.66,120.49,4701.56,-346.11,5147.51,-1519.19,-42.09,4743.62,2994.22,7182.23,-2824.59
-0.9,-2.34,0,0,-1957.83,9.46,64.86,64.14,3.8,183.12,-61.1,-699.86,334.95,-1957.83,9.45,0.63,-526.88,-18.97,-1324.72,-1226.61,968.07,-2785.72
4.56,1.73,0,0,2508.69,2602.23,59.33,64.12,3.31,-275.05,-129.04,-485.32,-133.73,2508.69,2602.23,1989.78,952.38,-38.51,2960.76,1360.82,2511.87,881.88
5.17,-6.17,0,0,-2155.65,5071.16,65.71,63.14,2.93,-340,-33.57,-938.44,180.87,-2155.65,5071.15,-813.5,-300.32,148.02,-3014.18,2659.04,-1993.21,-2214.51
1.16,0.3,0,0,468.96,649.48,68.62,68.46,2.82,-198.92,160.31,-951.67,168.53,468.95,649.47,717.96,-1218.23,-59.63,-506.81,792.31,1184.67,-2013.02
2.48,-0.95,0,0,1578.74,-478.49,68.68,62.88,3.42,-67,451.7,-828.6,73.19,1578.74,-478.5,197.59,-342.88,-16.43,1241.5,217.86,1636.95,-352.68
4.33,1.76,0,0,5512.89,946.74,63.73,62.98,2.97,-355.79,-20.14,-1013.06,87.68,5512.89,946.75,-553.44,-36.47,-45.2,2241.47,1882.57,1505.97,-283.31
2.76,3.99,0,0,4384.57,-3638.99,64.72,64.62,2.98,-68.8,200.95,-930.11,-192.71,4384.57,-3638.99,263.73,1027.96,22.1,3855.47,-3156.17,2981.31,2463.39
1.16,-5.55,0,0,-3731.62,2827.03,66.93,63.86,2.72,-341.65,-30.9,-845.35,109.81,-3731.62,2827.03,-1143.74,10.67,128.01,-3322.65,771.16,-3111.4,-287.28
3.36,-3.73,0,0,-1409.69,2972.55,67.43,62.57,3,-39.27,73.34,-756.82,54.58,-1409.7,2972.54,330.78,-866.87,34.06,-2256.38,1548.84,-514.34,-2458.37
1.46,-1.55,0,0,-340.02,1592.48,64.42,67.26,4.29,-72.72,30.54,-766.46,193.67,-340.02,1592.49,857.89,-1033.14,-64.72,-165.67,1183.96,1827.5,-3231.94
0.44,2.33,0,0,1559.68,1794.7,65.91,67.23,4.11,-289.4,-174.75,677.86,-74.58,1559.68,1794.7,-667.76,-100.4,-21.71,1289.08,3676.84,156.01,-160.62
3.86,-2.06,0,0,772.89,1860.24,63.3,63.78,3.1,-215.91,-24.54,-900.66,174.2,772.89,1860.23,558.58,-85.64,-8.69,-521.95,312.24,646.53,-1006.12
1.61,-2.92,0,0,-776.58,675.36,68.12,64.64,2.69,-171.67,164.47,-946.94,130.62,-776.58,675.35,898.96,-2440.68,6.29,-2119.43,1142.36,689.27,-4482.37
2.31,-2.07,0,0,-660.35,616.42,64.62,65.43,3.15,-190.49,113.59,-938.3,55.74,-660.35,616.42,580.69,-290.49,7.99,-871.03,-266.08,252.62,-1194.24
-1.79,2.11,0,0,-785.26,25.93,66.46,65.21,3.69,130.31,-501.98,-617.72,22.09,-785.26,25.93,-73.76,-672.78,-73.23,-155.42,504.12,1026.6,-2479.23
0.94,0.19,0,0,-828.98,-147.42,65.24,64.4,3.42,92.19,-26.02,-173.75,2.13,-828.98,-147.42,-411.41,-557.71,-63.62,8.04,-54.36,1428.5,-3125.95
-2.8,3.1,0,0,-788.88,-1272.06,64.13,65.07,2.48,164.97,-279.88,-501.84,8.32,-788.88,-1272.05,40.37,-265.42,-126.21,205.87,-1504.02,1517.73,-1572.48
2.46,0.98,0,0,2636.67,922.26,66.13,67.33,3.24,-293.22,-28.67,-968.34,134.11,2636.67,922.27,1556.91,-675.64,-56.54,1117.54,2186.23,2201.41,-1745.39
-1.55,-1.31,0,0,-710.27,-175.32,65,62.77,3.69,-217.44,-119.93,-901.52,140.61,-710.28,-175.32,1135.22,-204.47,-47.08,370.91,-764.78,2166.41,-2084.26
3.92,2.93,0,0,4084.37,2372.98,56.56,60.33,2.81,-171.26,-167.78,-273.37,691.75,4084.37,2372.97,-62.95,2029.25,15.75,2832.06,737.1,825.35,5689.38
-2.5,-2.18,0,0,-2562.74,-678.27,62.2,64.36,3.24,-287.13,-25.38,-18.37,-194.88,-2562.75,-678.27,-638.93,-276.7,-20.35,-1107.33,-1522.41,-296.19,-1979.24
